,EC_Multi_layer_right_hbo
0,0.8178621760958723
1,0.028540632022729544
2,0.0027055412771827395
3,0.0008381590426132168
4,0.1359792054793615
5,0.0862798621466568
6,0.022138761985401184
7,0.0036413700925355488
8,0.06158828838083791
9,0.06664434637186395
10,0.42825286129265644
11,0.22459053204311683
12,0.42891505899779214
13,0.3049548211790225
14,0.03917883152199312
15,0.06549022985897116
16,0.004237882147519094
17,0.010366520749474178
18,0.09857388815104319
19,0.051695537815151564
20,0.04315380742260732
21,0.016778446701396284
22,0.017838506010925126
23,0.0340147519615761
24,0.016547490450564646
25,0.03155302259717177
26,0.18368410126731305
27,0.09902960764311994
28,0.006254377328107609
29,0.23124097138360025
30,0.00043955943399665704
31,0.0015594271611534777
32,0.0001882425853172499
33,0.5244343992593615
34,0.0015175998015158928
35,0.5645196087323534
36,1.0
37,0.31819226386108285
38,0.480849591791002
39,0.0070865101326672885
40,0.0011586557932987158
41,0.01795216438228214
42,0.1784812970891232
43,0.007639391240364861
44,0.20686732088074372
45,0.27093726470123786
46,0.4948766581604435
47,0.0035861455808014605
48,0.9191349806436431
49,0.6130172876012774
50,0.5974979288501001
51,0.00912286264559864
52,0.038622585836451506
53,0.08332767663854986
54,0.008224270338506942
55,0.016943903178514855
56,0.33868097931876523
57,0.7767124534317581
58,0.1379234332091789
59,0.4867253732699164
60,0.01543562565468403
61,0.17283767289370458
62,0.11138060306265099
63,0.04856686867283216
64,0.05317570761319443
65,0.003977971566375957
66,0.11138060306265132
67,0.39637647566961304
68,0.5032120902054708
69,0.23297838935048665
70,0.015274946663459197
71,0.027124426737341494
72,0.03539922051902239
73,1.0
74,0.010658266936697549
75,0.003269975817343641
76,0.04856686867283231
77,0.23829680330178932
78,0.44258892408544737
79,0.026806457761071538
80,0.003269975817343592
81,0.21578810856867875
82,0.007499183877584229
83,0.10390794476668207
84,0.019077092202011738
85,0.11814062944083381
86,0.37026910448596856
87,0.2516570049573736
88,0.021842124273492795
89,0.002312730203340391
90,0.011958416063958834
91,0.0047963323873999
92,0.2038258542772158
93,0.09742376304373157
94,0.10206452464421938
95,0.04878434141424358
96,0.0005704168864840677
97,0.0011934019539933435
98,0.25229238384067837
99,1.1615264859955255e-05
100,0.4010842541141673
101,0.5658349710579927
102,0.00047865473257577745
103,0.00024383989285460544
104,0.0001221013047718564
105,0.0004858504917727822
106,0.09512809778615652
107,0.23717734319003866
108,0.00022878523144957675
109,0.4010842541141673
110,0.0409008312222149
111,0.004660767097964157
112,0.0009675028282542723
113,0.0019263679344801259
114,0.15889144219637039
115,0.0011054283575227155
116,0.0026419961412371337
117,0.41076336269468616
118,0.12163115583280208
119,0.004796332387399938
120,1.0
121,0.6290258998022492
122,6.058817561072655e-05
123,0.3160212394191342
124,0.013556864509902709
125,0.08013353496186736
126,0.00044336990825364134
127,2.8959663065489164e-05
128,0.0390751373333904
129,0.006665692682486711
130,0.49621235190032426
131,0.25447153209651274
132,0.0005245413369681726
133,0.13026555641792623
134,0.007916814551200954
135,0.0032087954125498454
136,0.21374487264285627
137,0.4984950491943069
138,0.4076470532291143
139,0.013581459652599156
140,0.33386469622034715
141,0.09707794244631736
142,0.36139261095015224
143,0.004882107732042962
144,0.5215115707274331
145,0.2236139043849587
146,0.09707794244631733
147,0.7143945779303847
148,0.4061751258843784
149,0.7172650032901438
150,0.0023285127614631426
151,0.0009984204746880743
152,0.22640484001839958
153,0.4287803318976216
154,0.9545726442378073
155,0.5522332442957447
156,0.23678675377403002
157,0.9488435487713291
158,0.001685808613131908
159,0.0737896641919635
160,0.23001521380096884
161,0.9507130409294208
162,0.32132702065749313
163,0.2622502211280447
164,0.8169490284457913
165,0.40930197521667705
166,0.13777870656519398
167,0.04182644198460764
168,0.0012233334832470737
169,0.9926535685642257
170,0.6116190543708542
171,0.003469220135690049
172,0.023757818453752293
173,1.0
174,0.8428385913849262
175,0.000722841576654512
176,0.10276567410759657
177,0.8737848631214268
178,0.4269133944259788
179,0.033546637982910375
180,0.12595679929831807
181,0.23299888909525818
182,0.2510393699617211
183,0.1652618045700513
184,0.6704730724392122
185,0.5980031913606632
186,0.016083928116904653
187,0.03833437839184715
188,0.014358503243583539
189,0.03422200674358772
190,0.41956929502019286
191,0.21142175601771884
192,0.18015128361066274
193,0.3915730396283815
194,0.010415311941438075
195,0.004369945088684469
196,0.419569295020193
197,0.009114500191108564
198,0.2509037774190192
199,1.0
200,0.715962507867204
201,0.503901878729099
202,0.020453873205589154
203,0.2186403858516744
204,0.40572429616388533
205,0.0672061087281789
206,0.10524205083947738
207,0.09234301768660197
208,0.3015413931402134
209,0.09173479255472967
210,0.05823147232598629
211,0.021955761059920934
212,0.009114500191108555
213,0.052329284627142175
214,0.19260206599195107
215,0.12651750973924641
216,0.42937194344021806
217,0.36661329901917283
218,0.021723468088077468
219,0.0548282229477093
220,0.026809540669400174
221,0.03162605941198767
222,0.4517989043386497
223,0.05007299972692779
224,0.0812518098397712
225,0.09849488772317246
226,0.2417433274876908
227,0.010809324549256134
228,1.0
229,0.6018675919679137
230,0.0015205410246037251
231,0.017947083563526898
232,0.09139247616541576
233,0.20713291343885087
234,0.6754274345879574
235,0.5307961684889104
236,0.008034056238839734
237,0.14197808729101136
238,0.0034461709064477135
239,0.006289898630939924
240,0.44122623801357547
241,0.014390447513737987
242,0.26456984017147206
243,0.3640793319036385
244,0.22328581129011407
245,0.5275748412480941
246,0.11348599746098313
247,0.021872971381595635
248,0.5478897369658531
249,0.049804677604941824
250,0.024667100798909523
251,0.43212539337450356
252,0.018802496252254927
253,0.01820847344665985
254,0.011829072772431408
255,0.032614668562152185
256,0.23277986247450574
257,0.037103292374373986
258,0.03585043038739655
259,0.39249108300020935
260,0.1993455308999978
261,0.01182907277243137
262,0.02242450375257769
263,0.17317736400605624
264,0.000579104706648912
265,0.36537134451704506
266,0.13007251380494939
267,0.0022986619810852096
268,0.37392914594854854
269,0.5612442318489109
270,0.3177961251963069
271,0.028741798945059197
272,1.0
273,0.8926835820164181
274,0.20605770390313946
275,0.015261342509230964
276,0.043197386567952585
277,0.07679903876403789
278,0.36537134451704484
279,0.7676008104228184
280,0.03143349851629382
281,0.201234071238986
282,0.0014148817953336021
283,0.002877766687734202
284,0.7746668125615391
285,0.3141755329733402
286,0.22971472056187203
287,0.6756153367233115
288,0.7579951805685283
289,0.49165966141875367
290,0.005616143252375042
291,0.15304750480648904
292,0.44031650601121575
293,0.11300627379015657
294,0.36187096476859953
295,0.1481121458966768
296,0.07589411102184371
297,0.1993004605293961
298,0.736019228676132
299,0.08433848436320979
300,0.04146583066658573
301,0.18542621882535373
302,0.37714344571258884
303,0.008545060306388786
304,0.3012493346907449
305,0.409295468044494
306,0.01176388805165871
307,0.101310260933743
308,0.002364673826172758
309,0.40056006110182785
310,0.10144575937385358
311,0.007039045233603791
312,0.1424185600437596
313,0.2590615513819303
314,0.05090194128181704
315,0.03439629216094717
316,0.4487311328444928
317,0.4584759792428034
318,0.003255207955878182
319,0.0964870264068943
320,0.017032988845543492
321,0.01641087965894662
322,0.6958562181302027
323,0.5043297719525082
324,0.23626504020832376
325,0.30229577874557956
326,0.004161837047249889
327,0.005903418877230257
328,0.1797437699904825
329,0.27873220925232095
330,0.09463833894207196
331,1.0
332,0.1797437699904825
333,0.49519840004389987
334,0.0023646738261728193
335,0.14422890767377125
336,0.1617227351784662
337,0.052426630082744445
338,0.004486626090813058
339,0.0013947714983951552
340,0.006573542958922386
341,0.046035106679636895
342,0.025631166722572925
343,0.0013947714983951797
344,0.01843982514442454
345,0.0023646738261727824
346,0.0034820533394131683
347,0.4005600611018279
348,0.040635119573312124
349,0.05777234007045568
350,0.008126641350423323
351,0.013086382097375731
352,0.46598698257436233
353,0.10468054368367999
354,0.48268339603969984
355,0.5392384377813422
356,0.04966321531244432
357,0.021677862634156355
358,0.5245001239720708
359,0.22894292219166584
360,0.27928130590114264
361,0.19051047058082984
362,0.06475689000583174
363,0.5645598056044069
364,0.3400567010214484
365,1.0
366,0.27512085649739315
367,0.14835574085871844
368,0.08699635222003686
369,0.037973678531163214
370,0.7038484475419258
371,0.5848762725007794
372,0.16133188238208335
373,0.6398235777107738
374,0.24781570695128177
375,0.1272066480288362
376,0.09209880422616046
377,0.2914259240796272
378,0.9726682803438279
379,0.2653189631836363
380,0.3164104211097524
381,0.7790578548393136
382,0.3814741823622223
383,0.4194426766669677
384,0.10817090315395443
385,0.2353761573377686
386,0.39636850702901166
387,0.4712641095302097
388,0.26348458939848773
389,0.20570554215092027
390,0.48862353077532095
391,0.11501032905870828
392,0.4595661020955809
393,0.8739438372924427
394,0.44473724470512754
395,0.23981941705797097
396,0.37044578002412076
397,0.0042357390966177135
398,7.645579661181953e-06
399,0.19645522979434069
400,0.04663382654269071
401,0.021511043345734195
402,2.2482343824064762e-05
403,0.15905755649378284
404,0.0006083201497132598
405,0.00032361433620186166
406,1.575267347958547e-06
407,1.0714146453669517e-06
408,1.0
409,0.5105795098389712
410,0.0013185157203844547
411,0.011434167495016306
412,0.23512038110568823
413,0.005119185295954061
414,4.6003114235024107e-07
415,1.7041659522801041e-07
416,0.00011988156520131901
417,0.15905755649378286
418,0.10437465722738169
419,0.002384819174559764
420,0.0001453791264730134
421,0.0005661284322619241
422,0.18914202478663103
423,2.4321995246510496e-06
424,6.882940135031125e-05
425,0.4293679806081908
426,1.7806590166301213e-05
427,2.0352984906651157e-06
428,0.000209719888683187
429,0.42936798060819104
430,4.0422426850024836e-05
431,5.494187274556328e-06
432,0.189142024786631
433,1.0363787885450077e-05
434,0.15905755649378278
435,0.5303211438433687
436,9.903756742716186e-06
437,0.4293679806081906
438,2.8322727213576554e-06
439,4.2523560335827165e-06
440,0.2284061885326028
441,0.23706950099804214
442,0.6007140920855535
443,0.04717651684137082
444,0.08626667107508096
445,0.19495370314528568
446,0.26581493019135355
447,0.5496530237837202
448,0.684345154759255
449,0.5834201648868215
450,0.11682653654298543
451,0.7078433113478173
452,0.013499316260502226
453,0.024533626821218783
454,0.6341237303485033
455,0.2680417478168712
456,1.0
457,0.8496335039646045
458,0.2144370685841596
459,0.19376008002381723
460,0.3028215284705108
461,0.08626667107508128
462,0.998938161491912
463,0.6603071706151133
464,0.4107927651397135
465,0.3970876003458698
466,0.24322049719074615
467,0.8184595753846882
468,0.4675000341008424
469,0.005973423724684757
470,0.19595736312348577
471,0.033761974250436616
472,0.0702557402327737
473,0.4424982428304619
474,0.21914752700427698
475,0.38389312011835025
476,0.20686794361280336
477,0.2668444267071071
478,0.07629854987553557
479,0.10661402074639705
480,0.1386648118707646
481,0.10106933707727969
482,0.09488802604620608
483,0.04194412836040393
484,0.0018455877778299008
485,0.4469512246945862
486,0.44638700720647595
487,0.22997973230715985
488,0.010150166264135523
489,0.011018171871971655
490,0.0027974911871067715
491,0.13554886433866337
492,0.047231933095794265
493,0.06729839277645185
494,0.014057580765606311
495,1.0
496,0.0008846770082479317
497,0.004632720138221091
498,0.043965077970258094
499,0.029027920469229068
500,0.6575439519165893
501,0.11220015150090476
502,0.05342392568117171
503,0.08625061177509168
504,0.1034839056958433
505,0.18001646400980553
506,0.0006921613192853816
507,0.013990354443054407
508,0.1423436337662845
509,0.0196343215777479
510,0.0307997845294473
511,0.6841281124399976
512,0.19967095365158616
513,0.006587851560698242
514,0.5038794597240147
515,0.6964331698086901
516,0.0012461424106746915
517,0.7565331489359007
518,0.29513010028505077
519,0.4564181529311087
520,0.32616225173025803
521,0.39441127144865523
522,0.5478444733111992
523,0.21073333478393838
524,0.978022027256774
525,0.004283640801578726
526,0.0003159149908784904
527,0.00031591499087860203
528,0.0043603189055391196
529,0.17899618679757454
530,0.16527619895918527
531,0.014230916307125124
532,0.6028659061558364
533,0.69684029534088
534,0.10772308433123522
535,0.018633862323123956
536,0.2641698205221688
537,0.2109422876273043
538,0.08117609669340099
539,0.08859881908393305
540,0.18672054221694045
541,0.0327338282739366
542,0.28185190835709467
543,1.0
544,0.3339074909572491
545,0.601751481751735
546,0.03300609679906995
547,0.01870960299298678
548,0.11484689707718895
549,0.4347464704718295
550,0.12933135544461397
551,0.3841434551467564
552,0.2210377704638374
553,0.5668529395306496
554,0.14049937933485346
555,0.2915680371985629
556,0.2974868440087659
557,0.2405937646323886
558,0.04286144589719265
559,0.06513152054535383
560,0.3038701358873494
561,0.32317543413836114
562,0.3666911148605119
563,0.014349284087447612
564,0.04694956099668022
565,0.06106314700846861
566,0.10286538856384601
567,0.17147853968631874
568,0.07781796043816129
569,0.038518023884711795
570,0.01002956711944508
571,0.13210646905882034
572,0.4574793089491081
573,0.0040895828071456095
574,0.16585367256320602
575,0.7790883445233534
576,0.05683990728652816
577,0.02466309485827363
578,0.0017692858377809702
579,0.0101019837212706
580,0.018623146269259455
581,0.05398576676899169
582,0.7483883369687021
583,0.001358914969851012
584,0.1768613558298874
585,0.03070000755465244
586,0.09291319046887937
587,0.031108956321966426
588,0.017881614731730573
589,0.05381377480807996
590,0.17358233747897325
591,0.40004727815308627
592,0.03150533833194618
593,0.3372209053837042
594,0.1323609759635595
595,0.1063332411209195
596,0.09530826220451467
597,0.011414575547923272
598,0.0009457629798802447
599,0.002343069581516313
600,0.11331935391937475
601,0.005399965354898741
602,0.26891602350570987
603,0.0004103708679299359
604,0.05743203079602187
605,0.006293245336566941
606,0.3380499839152424
607,0.2752433058878799
608,0.0027306678372948814
609,0.070752904010211
610,0.32472911070105337
611,0.4539047937510412
612,0.0076835041972529335
613,0.003131829210424207
614,1.0
615,0.7771776051316966
616,0.11986854371799463
617,0.03865062555256564
618,0.02706621602306951
619,0.0007988746187854957
620,0.26793841351342723
621,0.5154396122062769
622,0.3855507006613104
623,0.006638453032534287
624,0.5507159357031104
625,0.7551947764649272
626,0.004035266887195277
627,0.051247358718568815
628,0.14366651565873031
629,0.0178176588855962
630,0.30700016544389175
631,0.09272452113986537
632,0.03769417403003767
633,0.3756445833331668
634,0.0032363922684097188
635,0.007961254783562273
636,0.2238758644026382
637,0.1979731802425148
638,0.3420108552979655
639,0.19040040668065486
640,1.0
641,0.18293797117131338
642,0.012312362950568737
643,0.7022846291080461
644,0.0743675528033418
645,0.08546922071867441
646,0.00907597068215887
647,0.016330040235414296
648,0.017817658885596277
649,0.48699749520695673
650,0.2461379060421141
651,0.10005945516553956
652,0.03353208260028942
653,0.048728704037390456
654,0.022326130152420676
655,0.06658063173920048
656,0.020832966666969058
657,0.043829953315433205
658,0.001965164866555852
659,0.13903352145995523
660,0.2664193729446222
661,0.0005020408147492666
662,0.01946435546922176
663,0.07543456451629142
664,0.07629743238499745
665,0.10296215944127907
666,0.009455703012168562
667,0.0385098507005185
668,0.009462343714113525
669,0.0034821671717835886
670,0.6565309991015345
671,0.047385320484686806
672,0.3342739196961656
673,0.40423558824937106
674,0.0019150994451330474
675,0.02195143983165252
676,0.001237167380337604
677,0.018064966576884615
678,0.1649349915046797
679,0.11677053157476025
680,0.005252864644647351
681,0.0014130586303837424
682,0.00031922588564296946
683,0.054094417253161504
684,0.014225160562621037
685,0.03505472884097894
686,0.030611242126090288
687,0.0309613927158252
688,0.0006315822383791607
689,0.1774297972098465
690,0.40579861927192795
691,1.0
692,0.4042355882493712
693,0.0001550786088555778
694,0.003837111226583345
695,0.6463135666683004
696,0.405798619271928
697,0.9961482593869807
698,0.3514545377144705
699,0.08012473356484325
700,6.293068535212992e-05
701,0.2622731529707118
702,0.20955015796361207
703,0.03251450625014455
704,0.0007169587389215746
705,0.00932331678202664
706,0.3993457555274167
707,0.018713714922103674
708,0.027873455777725747
709,0.05655468182442371
710,0.0014419741043263168
711,0.008891181934200769
712,0.04305617392752208
713,0.06724561141963657
714,0.007204209222372389
715,0.5184273780648068
716,0.3388124331123566
717,0.08479220749658585
718,0.15968175563028777
719,0.11374488131898856
720,0.013243119684479684
721,0.06376823134612152
722,0.037969751637982996
723,0.0180400295299446
724,0.10781678115160587
725,0.00028631442927663266
726,0.0005758462381430135
727,0.2282733894512196
728,0.033718417563545176
729,0.29819178215658937
730,0.05832614837875526
731,1.0
732,0.01718853392144309
733,0.1897354844735392
734,0.0052885836359383475
735,0.001509018885270971
736,0.0061579437936216145
737,0.4751158159248627
738,0.0030349949549023114
739,0.47511581592486296
740,0.25402022561577076
741,0.6360909615285282
742,0.003061769003603014
743,0.003550655767045162
744,0.18973548447353933
745,0.026854249498277957
746,0.10808450728790388
747,0.21232780447259436
748,0.1220038804749689
749,0.04062416720574666
750,0.20539036945858322
751,0.3192165781933931
752,1.0
753,0.9332253492743056
754,0.07195170179555893
755,0.4396258598369817
756,0.1396065615158793
757,0.4391393174111124
758,0.015226181573900495
759,0.16776538210741446
760,0.1202638450270252
761,0.3821949052569246
762,0.7757000814860736
763,0.054449061253318796
764,0.16391685522595573
765,0.24156541937691436
766,0.035501956257272656
767,0.0827777399064898
768,0.2482142046998813
769,0.13690652835436593
770,0.13413968742338112
771,0.07729787566705394
772,0.12695554571465145
773,0.4362877671517474
774,0.19076142395514392
775,0.017423010204866533
776,0.400244384124784
777,0.6075957982893906
778,0.4788961616406002
779,0.06755155833258986
780,0.28006026513664006
781,0.7089431543937977
782,0.7058321492072993
783,0.6529993901638653
784,0.28041185143880815
785,0.5335553174126169
786,0.7272236281794343
787,0.20539036945858327
788,0.6894703307280204
789,0.31064705677513454
790,0.03550195625727301
791,0.03550195625727276
792,0.8609937901454767
793,0.06859752320595516
794,0.00683008613033664
795,0.2664975493162156
796,0.016588336296325393
797,0.02069429486682817
798,0.257220980976919
799,0.7366031754568035
800,0.029801381497438863
801,0.017420356680591574
802,0.21551916227262258
803,0.21551916227262238
804,0.2155191622726225
805,0.3545058189881001
806,0.013864208736491579
807,0.009928249059611115
808,0.0037700065934814296
809,0.020025032748184395
810,1.0
811,0.4117402739085976
812,0.033672219151362766
813,0.005255440125388604
814,0.08841223812571163
815,0.038706859082931463
816,0.008636871759815328
817,0.04418153575521863
818,0.303289193224527
819,0.012763969080555625
820,0.003556147944100084
821,0.004087859987237094
822,0.4117402739085976
823,0.5011160852109855
824,0.14613065309418122
825,0.005704008230568696
826,0.20632967418477532
827,0.3064340746952458
828,0.0023485699112311548
829,0.014003326429646362
830,0.7442411979433208
831,0.009156273584056712
832,0.034010096454045395
833,0.0023485699112311396
834,0.5234347376969621
835,0.6247165926596242
836,0.24172469907656985
837,0.007613872477022768
838,0.2688377302570884
839,0.08543867135181969
840,0.05921818919173735
841,0.009333095772881456
842,0.003664750810437037
843,0.12352179629582255
844,0.04728457348750717
845,0.16157460296208934
846,0.5572943427319951
847,0.9121411148463572
848,0.022915256223027796
849,0.00153117706702418
850,0.025907992883766322
851,0.059218189191737436
852,0.2159110888865514
853,0.14173403684448624
854,0.1223545492412646
855,0.051121205652168114
856,0.08726388170960979
857,0.03569730685053547
858,0.41781205495976126
859,0.05921818919173745
860,0.15771807262918836
861,0.01472415167065322
862,0.009574270292472683
863,0.6434417749937337
864,0.35904798599337834
865,0.0023852623366757758
866,0.0015311770670241468
867,0.5396956046450685
868,0.37957748981919076
869,0.051121205652167954
870,0.21020094658050273
871,1.0
872,0.12235454924126446
873,0.15859205103782398
874,0.2114852385687515
875,0.0057089361313553836
876,0.0031811677058266007
877,0.5061731370798269
878,0.33383978781001616
879,0.045271577143008127
880,0.9014338962773637
881,0.09845647602022296
882,0.03176215589209698
883,0.013899336728704591
884,0.18069543709172053
885,0.10885531453183167
886,0.07907355955340466
887,0.01719150574678835
888,0.041490645879303595
889,0.014435648306329624
890,0.5720094066252314
891,0.18479602361731196
892,0.5988678790962718
893,0.3685066637275644
894,0.008513982661748812
895,0.06805596287278465
896,0.001015880391413095
897,0.005020132199125129
898,1.0
899,0.784854452729169
900,0.024473728972161175
901,0.10659968414509392
902,0.0003153009400751411
903,0.03857672297483893
904,0.0017389113451090055
905,0.002957803698981738
906,0.18730598677309057
907,0.04666319288644565
908,0.0005825340583359456
909,0.2432274186181587
910,0.24359693213795305
911,0.1271856651122557
912,0.17753576618369477
913,0.4500573624766867
914,0.0001379778486030355
915,0.21351182456397677
916,0.34345767833159274
917,0.48790787567596516
918,0.055657317232025036
919,0.007523120535641185
920,0.23498179752464446
921,0.22498842937466687
922,0.4056969618056739
923,0.17753576618369488
924,0.18733463309380263
925,3.8045817737078713e-05
926,0.31738911930233077
927,0.2647574624771143
928,0.006625546972939467
929,0.0032809077288547374
930,0.025866410329046827
931,0.3768470935147982
932,0.00010775044646535617
933,4.279978106542872e-05
934,0.01264290515190712
935,0.6665392690509668
936,0.05327284657979972
937,0.2097658715229878
938,0.0003348369335640856
939,0.00020309014467211596
940,9.866153534737965e-06
941,0.00046407640127677256
942,0.41328625734967067
943,0.16416230198763518
944,0.0001758010624454748
945,0.23051878512675172
946,0.027107604740268167
947,0.0008334970669090782
948,5.266593460018409e-05
949,0.0016342913672301113
950,0.012642905151907047
951,0.799041921633436
952,2.4838502015788323e-05
953,0.1148091148019538
954,0.031487572565137734
955,0.317389119302331
956,0.07927143358072548
957,0.054845444135736256
958,0.47162368245264413
959,1.0
960,0.013399216015675326
961,0.5803418007686326
962,0.010274451154034726
963,8.066986275850584e-05
964,0.230518785126752
965,9.578212190023032e-05
966,0.031829103813688836
967,0.14968822521576672
